nid,company_uid,title,date,Salary,City,jobtype,experience,preferred_gender,preferred_nationality,preferred_languages
4369,134185,"Executive Chef - relocation to Dubai, United Arab Emirates",6/22/2020,3000,"Dubai, United Arab Emirates",fulltime,5+ years,Male/Female,,English
4368,134185,"Floor Supervisor - relocation to Dubai, United Arab Emirates",6/22/2020,1300,"Dubai, United Arab Emirates",fulltime,5+ years,Male/Female,,English
4367,247773,"Personal Assistant - relocation to Dubai, United Arab Emirates",6/22/2020,1500,"Dubai, United Arab Emirates",fulltime,,Female,,English
4364,31887,"Intern - relocation to Dubai, United Arab Emirates",6/21/2020,20,"Dubai, United Arab Emirates",parttime,,,,
4363,247405,"Marketing Executive - relocation to Dubai, United Arab Emirates",6/21/2020,2000,"Dubai, United Arab Emirates",fulltime,2 years,,,English
4362,247377,"Spa Manager - relocation to Dubai, United Arab Emirates",6/21/2020,1500,"Dubai, United Arab Emirates",fulltime,2 years,Female,,English
4361,170581,"Personal Assistant - relocation to Dubai, United Arab Emirates",6/20/2020,3200,"Dubai, United Arab Emirates",fulltime,,Female,,English
4359,245219,"Sales - relocation to Dubai, United Arab Emirates",6/18/2020,1500,"Dubai, United Arab Emirates",fulltime,3 years,Female,,"English, French"
4358,201750,"Sales Manager - relocation to Dubai, United Arab Emirates",6/18/2020,4000,"Dubai, United Arab Emirates",fulltime,10+ years,,,
4357,121122,"Personal Assistant - relocation to Dubai, United Arab Emirates",6/17/2020,1500,"Dubai, United Arab Emirates",fulltime,,Female,,
4356,245219,"Sales - relocation to Dubai, United Arab Emirates",6/17/2020,2000,"Dubai, United Arab Emirates",fulltime,2 years,Female,,"English, French"
4354,244052,"Housekeeping - relocation to Dubai, United Arab Emirates",6/15/2020,800,"Dubai, United Arab Emirates",fulltime,5+ years,,,English
4353,244052,"Chef - relocation to Dubai, United Arab Emirates",6/14/2020,800,"Dubai, United Arab Emirates",fulltime,5+ years,Female,,English
4352,135212,"Marketing Manager - relocation to Dubai, United Arab Emirates",6/12/2020,2000,"Dubai, United Arab Emirates",fulltime,1 year,Female,,
4351,238538,"Brand ambassador - relocation to Dubai, United Arab Emirates",6/12/2020,4000,"Dubai, United Arab Emirates",both,,,,
4350,238538,"Personal Assistant - relocation to Dubai, United Arab Emirates",6/11/2020,4500,"Dubai, United Arab Emirates",fulltime,,Female,,English
4349,96983,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/11/2020,1600,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4348,63119,"Pastry Chef - relocation to Dubai, United Arab Emirates",6/9/2020,0,"Manama, Bahrain",fulltime,5+ years,Male/Female,,
4347,63119,"Sous Chef - relocation to Dubai, United Arab Emirates",6/9/2020,0,"Manama, Bahrain",fulltime,5+ years,Male,,English
4345,124250,"Runner / Commis - relocation to Dubai, United Arab Emirates",6/7/2020,400,"Abu Dhabi, United Arab Emirates",fulltime,1 year,Female,,Hindi
4344,124250,"Sous Chef - relocation to Dubai, United Arab Emirates",6/7/2020,1300,"Abu Dhabi, United Arab Emirates",fulltime,5+ years,Female,,Hindi
4342,173788,"Administrations - relocation to Dubai, United Arab Emirates",6/6/2020,1500,"Dubai, United Arab Emirates",both,,Female,,"English, French"
4341,238538,"Personal Assistant - relocation to Dubai, United Arab Emirates",6/6/2020,5000,"Dubai, United Arab Emirates",fulltime,,Female,,English
4340,238538,"Sales - relocation to Dubai, United Arab Emirates",6/6/2020,3000,"Dubai, United Arab Emirates",both,,Female,,
4338,31992,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/5/2020,2000,"Dubai, United Arab Emirates",both,,,,
4337,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/4/2020,2000,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4336,239748,"Operations Manager - relocation to Dubai, United Arab Emirates",6/4/2020,5000,"Abu Dhabi, United Arab Emirates",fulltime,,,,
4332,63119,"Reservations Manager - relocation to Dubai, United Arab Emirates",6/2/2020,0,"Manama, Bahrain",fulltime,5+ years,Female,,
4331,180670,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/1/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4330,180670,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/1/2020,0,"Dubai, United Arab Emirates",fulltime,2 years,Female,,
4329,180670,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/1/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4328,125833,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/31/2020,1060,"Dubai, United Arab Emirates",fulltime,,Female,,English
4327,229352,"Cashier - relocation to Dubai, United Arab Emirates",5/31/2020,0,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4326,236558,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/26/2020,1000,"Dubai, United Arab Emirates",fulltime,,,,"English, Italian"
4325,173788,"Administrations - relocation to Dubai, United Arab Emirates",5/24/2020,1500,"Dubai, United Arab Emirates",both,2 years,Female,,"English, French"
4324,171490,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/22/2020,750,"Abu Dhabi, United Arab Emirates",fulltime,,,,
4322,229352,"Dancer - relocation to Dubai, United Arab Emirates",5/20/2020,0,"Dubai, United Arab Emirates",fulltime,,Female,,English
4321,229352,"Housekeeping - relocation to Dubai, United Arab Emirates",5/18/2020,0,"Dubai, United Arab Emirates",fulltime,,Male/Female,,
4320,229352,"Club Manager - relocation to Dubai, United Arab Emirates",5/18/2020,0,"Dubai, United Arab Emirates",fulltime,,Male,,English
4319,233817,"Sous Chef - relocation to Dubai, United Arab Emirates",5/18/2020,1500,"Dubai, United Arab Emirates",fulltime,,,,English
4316,173788,"Office Manager - relocation to Dubai, United Arab Emirates",5/15/2020,2000,"Dubai, United Arab Emirates",both,2 years,Female,,
4315,229352,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",5/14/2020,1111,"Dubai, United Arab Emirates",fulltime,,Male/Female,,English
4312,171490,"Chef - relocation to Dubai, United Arab Emirates",5/10/2020,1200,"Abu Dhabi, United Arab Emirates",fulltime,,,,English
4311,229352,"Security - relocation to Dubai, United Arab Emirates",5/4/2020,0,"Dubai, United Arab Emirates",fulltime, 4 years,,,"Arabic, English"
4310,229352,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",5/4/2020,0,"Dubai, United Arab Emirates",fulltime, 4 years,Male/Female,,English
4309,229352,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",5/4/2020,0,"Dubai, United Arab Emirates",fulltime, 4 years,Male/Female,,English
4308,229352,"Host/Hostess - relocation to Dubai, United Arab Emirates",5/4/2020,0,"Dubai, United Arab Emirates",fulltime,1 year,Female,,English
4307,190886,"Restaurant Manager - relocation to Dubai, United Arab Emirates",5/4/2020,4000,"Dubai, United Arab Emirates",fulltime,5+ years,,,
4306,190886,"Bar Manager - relocation to Dubai, United Arab Emirates",5/4/2020,3000,"Dubai, United Arab Emirates",fulltime,5+ years,,,
4299,90676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",4/21/2020,700,"Abu Dhabi, United Arab Emirates",fulltime,1 year,Female,,English
4296,219288,"Host/Hostess - relocation to Dubai, United Arab Emirates",4/13/2020,3500,"Dubai, United Arab Emirates",fulltime,,Female,,English
4295,171490,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",4/8/2020,750,"Abu Dhabi, United Arab Emirates",fulltime,,,,
4293,210890,"Sales - relocation to Dubai, United Arab Emirates",3/26/2020,0,"Ibiza, Spain",both,,,,"Arabic, Bosnian, Bulgarian, Catalan, Chinese, Simplified, Danish, Dutch, English, Finnish, French, German, Italian, Japanese, Latvian, Lithuanian, Polish, Romanian, Russian, Spanish, Swedish, Swiss German, Ukrainian"
4292,211477,"Real Estate Agent - relocation to Dubai, United Arab Emirates",3/18/2020,1200,"Dubai, United Arab Emirates",fulltime,5+ years,Female,,English
4291,63119,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",3/17/2020,0,"Manama, Bahrain",fulltime,,,,
4290,210890,"Promoter - relocation to Dubai, United Arab Emirates",3/16/2020,0,"Ibiza, Spain",both,,,,
4289,123332,"Social Media Expert - relocation to Dubai, United Arab Emirates",3/16/2020,3000,"Dubai, United Arab Emirates",fulltime,,Female,,English
4288,207376,"Chef - relocation to Dubai, United Arab Emirates",3/15/2020,1500,"Dubai, United Arab Emirates",fulltime,,Male/Female,,English
4287,209290,"Personal Assistant - relocation to Dubai, United Arab Emirates",3/11/2020,1100,"Dubai, United Arab Emirates",fulltime,1 year,Female,,"Arabic, English"
4286,209224,"Sales - relocation to Dubai, United Arab Emirates",3/11/2020,540,"New Delhi, Delhi, India",both,5+ years,Male/Female,,English
4285,208699,"Sales - relocation to Dubai, United Arab Emirates",3/11/2020,3000,"Dubai, United Arab Emirates",fulltime,2 years,Male,,English
4284,208699,"Fitness Trainer - relocation to Dubai, United Arab Emirates",3/11/2020,2500,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4283,208699,"Fitness Trainer - relocation to Dubai, United Arab Emirates",3/11/2020,3000,"Kuwait City, Kuwait",fulltime,2 years,Female,,English
4281,175828,"Restaurant Manager - relocation to Dubai, United Arab Emirates",3/11/2020,3800,"Doha, Qatar",fulltime,3 years,,,
4280,190899,"Marketing Manager - relocation to Dubai, United Arab Emirates",3/9/2020,2500,"Dubai, United Arab Emirates",fulltime,,Male/Female,,
4279,190899,"Receptionist - relocation to Dubai, United Arab Emirates",3/9/2020,1500,"Dubai, United Arab Emirates",both,,Female,,
4278,200050,"Administrations - relocation to Dubai, United Arab Emirates",3/9/2020,2000,"Dubai, United Arab Emirates",fulltime, 4 years,Male,,"Arabic, English"
4276,207812,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",3/5/2020,1400,"Dubai, United Arab Emirates",fulltime,,Female,,
4273,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",3/2/2020,680,"Manama, Bahrain",fulltime,2 years,Male/Female,,English
4272,207376,"Barista - relocation to Dubai, United Arab Emirates",3/1/2020,1500,"Dubai, United Arab Emirates",fulltime,1 year,Male/Female,,English
4271,147611,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/29/2020,1100,"Dubai, United Arab Emirates",fulltime,,,,
4270,207289,"Spa Therapist - relocation to Dubai, United Arab Emirates",2/29/2020,850,"Dubai, United Arab Emirates",fulltime,1 year,Female,,"Arabic, English"
4267,207236,"Sales - relocation to Dubai, United Arab Emirates",2/28/2020,1000,"Turkey, TX, USA",fulltime,1 year,Female,,"English, Turkish"
4266,207158,"Reservations - relocation to Dubai, United Arab Emirates",2/27/2020,1000,"Dubai, United Arab Emirates",fulltime,3 years,Female,,English
4264,99968,"Host/Hostess - relocation to Dubai, United Arab Emirates",2/26/2020,1200,"Dubai, United Arab Emirates",fulltime,1 year,Female,,Russian
4263,206939,"Personal Assistant - relocation to Dubai, United Arab Emirates",2/25/2020,1350,"Dubai, United Arab Emirates",fulltime,2 years,Female,,"Arabic, English"
4262,159760,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",2/23/2020,1200,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,"Arabic, English"
4261,148201,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/21/2020,500,"Dubai, United Arab Emirates",fulltime,3 years,,,"Arabic, English"
4260,64617,"Housekeeping - relocation to Dubai, United Arab Emirates",2/19/2020,600,"Dubai, Uttar Pradesh, India",fulltime,1 year,Female,,English
4259,70828,"Chef - relocation to Dubai, United Arab Emirates",2/19/2020,1700,"Dubai, United Arab Emirates",fulltime,3 years,Male,,
4258,162327,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",2/18/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4257,206299,"Promoter - relocation to Dubai, United Arab Emirates",2/18/2020,52,"Ras Al-Khaimah, Ras al Khaimah, United Arab Emirates",parttime,,Male/Female,,English
4255,206177,"Spa Therapist - relocation to Dubai, United Arab Emirates",2/18/2020,1000,"Doha, Qatar",fulltime,,Male/Female,,
4254,206177,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/18/2020,1100,"Doha, Qatar",fulltime,3 years,Male/Female,,English
4253,31887,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",2/17/2020,1350,"Dubai, United Arab Emirates",fulltime,,,,
4252,31887,"Runner / Commis - relocation to Dubai, United Arab Emirates",2/17/2020,850,"Dubai, United Arab Emirates",fulltime,1 year,Male/Female,,
4251,31887,"Floor Supervisor - relocation to Dubai, United Arab Emirates",2/17/2020,2200,"Dubai, United Arab Emirates",fulltime,3 years,,,
4250,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",2/17/2020,1400,"Dubai, United Arab Emirates",fulltime,1 year,Female,,
4249,31887,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",2/17/2020,2200,"Dubai, United Arab Emirates",fulltime,5+ years,Female,,
4248,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/17/2020,1300,"Dubai, United Arab Emirates",fulltime,3 years,Male/Female,,English
4244,206004,"Personal Assistant - relocation to Dubai, United Arab Emirates",2/16/2020,10000,"Dubai, United Arab Emirates",fulltime,,Female,,English
4243,179352,"Personal Assistant - relocation to Dubai, United Arab Emirates",2/15/2020,3000,"Dubai, United Arab Emirates",fulltime,2 years,Female,,
4242,175889,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/14/2020,800,"Riffa, Bahrain",fulltime,2 years,Female,,English
4241,189427,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/14/2020,1363,"Dubai, United Arab Emirates",fulltime,1 year,Male/Female,,"Arabic, English"
4240,203361,"Chef - relocation to Dubai, United Arab Emirates",2/14/2020,800,"Nassau, The Bahamas",fulltime,,Male/Female,,"English, Greek"
4237,94581,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/13/2020,800,"Dubai, United Arab Emirates",fulltime,1 year,Male/Female,,English
4236,62652,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/12/2020,490,"Dubai, United Arab Emirates",fulltime,,Female,,English
4235,187209,"Floor Supervisor - relocation to Dubai, United Arab Emirates",2/12/2020,2000,"Dubai, United Arab Emirates",fulltime,,,,
4234,179939,"HR coordinator - relocation to Dubai, United Arab Emirates",2/12/2020,2100,"Riyadh, Saudi Arabia",fulltime,,Female,,English
4233,190886,"Host/Hostess - relocation to Dubai, United Arab Emirates",2/11/2020,1000,"Dubai, United Arab Emirates",both,,,,
4232,69298,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/10/2020,1400,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4231,162327,"Reservations - relocation to Dubai, United Arab Emirates",2/10/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4230,197394,"Spa Manager - relocation to Dubai, United Arab Emirates",2/9/2020,2000,"Dubai, United Arab Emirates",fulltime,,Female,,
4229,204875,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",2/8/2020,2191,"Dubai, United Arab Emirates",fulltime,,Female,,Arabic
4227,204875,"Host/Hostess - relocation to Dubai, United Arab Emirates",2/8/2020,1095,"Dubai, United Arab Emirates",both,1 year,Female,,
4226,31992,"Runner / Commis - relocation to Dubai, United Arab Emirates",2/7/2020,1000,"Dubai, United Arab Emirates",fulltime,,,,
4225,162327,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",2/6/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4224,183357,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/6/2020,1500,"Dubai, United Arab Emirates",fulltime,1 year,,,
4223,31916,"Marketing Manager - relocation to Dubai, United Arab Emirates",2/5/2020,3000,"Dubai, United Arab Emirates",both,,,,
4222,204570,"Receptionist - relocation to Dubai, United Arab Emirates",2/4/2020,1100,"Svoronata, Greece",fulltime,2 years,Female,,"English, Greek"
4221,204570,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",2/4/2020,1000,"Kefaloniá, Greece",fulltime,,Male/Female,,English
4220,187209,"General Manager - relocation to Dubai, United Arab Emirates",2/4/2020,5000,"Dubai, United Arab Emirates",fulltime,2 years,,,
4219,90676,"Fitness Trainer - relocation to Dubai, United Arab Emirates",2/4/2020,3000,"Riyadh, Saudi Arabia",fulltime,3 years,Female,,English
4218,148201,"Host/Hostess - relocation to Dubai, United Arab Emirates",2/3/2020,900,"Dubai, United Arab Emirates",fulltime,,Female,,
4217,62652,"Reservations - relocation to Dubai, United Arab Emirates",2/2/2020,680,"Dubai, United Arab Emirates",fulltime,1 year,,,English
4216,203874,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/1/2020,1200,"Dubai, United Arab Emirates",fulltime, 4 years,Female,,"Arabic, English"
4215,203359,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",2/1/2020,1100,"Dubai, United Arab Emirates",fulltime,2 years,Female,,English
4214,204021,"Sales - relocation to Dubai, United Arab Emirates",1/31/2020,12,"Madrid, Spain",parttime,,Male/Female,,English
4213,204021,"Brand ambassador - relocation to Dubai, United Arab Emirates",1/31/2020,12,"Thessaloniki, Greece",parttime,,Male/Female,,English
4212,76910,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/30/2020,1200,"Dubai, United Arab Emirates",fulltime,,,,English
4211,203935,"Barista - relocation to Dubai, United Arab Emirates",1/30/2020,1000,"Dubai, United Arab Emirates",fulltime,2 years,Male/Female,,English
4210,203874,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",1/30/2020,2400,"Dubai, United Arab Emirates",fulltime,,Female,,"English, Russian"
4209,203781,"Barista - relocation to Dubai, United Arab Emirates",1/29/2020,900,"Dubai, United Arab Emirates",fulltime,5+ years,Male/Female,,"Arabic, English"
4207,190395,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/28/2020,1700,"Riyadh, Saudi Arabia",fulltime,5+ years,,,
4206,183160,"Mixologist - relocation to Dubai, United Arab Emirates",1/27/2020,700,"Dubai, United Arab Emirates",fulltime,,,,
4205,183160,"Floor Supervisor - relocation to Dubai, United Arab Emirates",1/27/2020,550,"Dubai, United Arab Emirates",fulltime,1 year,,,
4204,203361,"Receptionist - relocation to Dubai, United Arab Emirates",1/27/2020,550,"Mýkonos, Greece",fulltime,,Male/Female,,"English, German, Russian"
4203,203361,"Housekeeping - relocation to Dubai, United Arab Emirates",1/27/2020,550,"Mýkonos, Greece",fulltime,,Male/Female,,English
4202,203361,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/27/2020,550,"Mýkonos, Greece",fulltime,,Male/Female,,English
4201,203361,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/27/2020,550,"Mýkonos, Greece",fulltime,,Male/Female,,English
4200,203359,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/27/2020,1100,"Dubai, United Arab Emirates",parttime,,,,
4199,203348,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",1/27/2020,1500,"Dubai, United Arab Emirates",fulltime,1 year,Male/Female,,English
4197,147595,"Sales - relocation to Dubai, United Arab Emirates",1/27/2020,0,"Dubai, United Arab Emirates",fulltime,2 years,,,"Arabic, Belarusian, Bulgarian, Czech, Danish, Dutch, French, German, Greek, Italian, Macedonian, Moldavian, Pashto, Persian, Spanish, Turkish"
4196,203291,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4195,203291,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4194,203291,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,Female,,
4193,203291,"Cashier - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4192,203291,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4191,203291,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,2 years,,,
4190,156097,"Marketing Executive - relocation to Dubai, United Arab Emirates",1/26/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4188,190395,"Floor Supervisor - relocation to Dubai, United Arab Emirates",1/26/2020,2000,"Riyadh, Saudi Arabia",fulltime,2 years,Male/Female,,
4187,190395,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/26/2020,2000,"Riyadh, Saudi Arabia",fulltime,2 years,Male/Female,,
4186,63256,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/23/2020,815,"Dubai, United Arab Emirates",fulltime,,Female,,
4185,202746,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/23/2020,1000,"Dubai, United Arab Emirates",fulltime,1 year,Female,,"English, Russian"
4183,202443,"Sales Coordinator - relocation to Dubai, United Arab Emirates",1/21/2020,2000,"Dubai, United Arab Emirates",fulltime,3 years,Female,,English
4182,63256,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/21/2020,1000,"Dubai, United Arab Emirates",fulltime,1 year,Female,,English
4181,63256,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/21/2020,1088,"Dubai, United Arab Emirates",fulltime,,,,
4180,154798,"Office Manager - relocation to Dubai, United Arab Emirates",1/20/2020,1700,"Dubai, United Arab Emirates",fulltime,3 years,Female,,"English, Tagalog"
4179,162327,"Runner / Commis - relocation to Dubai, United Arab Emirates",1/20/2020,0,"Dubai, United Arab Emirates",fulltime,,,,
4178,31887,"Intern - relocation to Dubai, United Arab Emirates",1/19/2020,0,"Dubai, United Arab Emirates",both,,Female,,
4176,201750,"Administrations - relocation to Dubai, United Arab Emirates",1/17/2020,3000,"Dubai, United Arab Emirates",fulltime,5+ years,Female,,English
4175,201750,"Social Media Expert - relocation to Dubai, United Arab Emirates",1/17/2020,0,"Dubai, United Arab Emirates",both,5+ years,,,"Arabic, English"
4174,31992,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",1/16/2020,1500,"Dubai, United Arab Emirates",fulltime,,,,
4173,62652,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/16/2020,950,"Dubai, United Arab Emirates",fulltime,,Female,,English
4172,190886,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",1/16/2020,1900,"Bluewaters by Meraas, Dubai, United Arab Emirates",fulltime,3 years,Male/Female,,
4171,190886,"Barista - relocation to Dubai, United Arab Emirates",1/16/2020,1200,"Dubai, United Arab Emirates",fulltime,3 years,Male,,Arabic
4170,162327,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",1/16/2020,0,"Dubai, United Arab Emirates",fulltime,,Female,,
4168,106547,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/14/2020,381,"Dubai, United Arab Emirates",fulltime,,Female,,
4167,201098,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/13/2020,800,"Crete, Iraklio, Greece",both,,Female,,English
4166,201098,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/13/2020,800,"Crete, Iraklio, Greece",both,,Female,,English
4165,200821,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/13/2020,1000,"Dubai, United Arab Emirates",fulltime,1 year,,,
4162,158613,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",1/12/2020,560,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Chinese, Simplified, Greek, Italian, Russian, Spanish"
4161,90463,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/12/2020,2000,Dubai - United Arab Emirates,fulltime,,,,
4160,200611,"Host/Hostess - relocation to Dubai, United Arab Emirates",1/10/2020,1000,Dubai - United Arab Emirates,fulltime,,Female,,English
4159,190886,"Barista - relocation to Dubai, United Arab Emirates",1/9/2020,1200,Dubai - United Arab Emirates,fulltime,3 years,,,
4158,158613,"Receptionist - relocation to Dubai, United Arab Emirates",1/9/2020,700,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Chinese, Simplified, German, Greek, Italian, Russian, Spanish"
4157,148201,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",1/9/2020,800,Dubai - United Arab Emirates,fulltime,3 years,,,
4155,134465,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/8/2020,900,"Kuwait City, Kuwait",fulltime,1 year,,,English
4154,90463,"HR executive - relocation to Dubai, United Arab Emirates",1/8/2020,1600,Dubai,fulltime,,,,
4153,190886,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/8/2020,1230,Dubai - United Arab Emirates,fulltime, 4 years,,,"Arabic, English"
4151,158613,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",1/7/2020,560,Dubai,fulltime,1 year,Male/Female,,"Chinese, Simplified, French, German, Russian, Spanish"
4150,63119,"Sommelier - relocation to Dubai, United Arab Emirates",1/3/2020,1650,Dubai - United Arab Emirates,fulltime,,Female,,
4149,123558,"Runner / Commis - relocation to Dubai, United Arab Emirates",1/2/2020,1000,Dubai,fulltime,,Male,,"Arabic, English"
4148,123558,"Sous Chef - relocation to Dubai, United Arab Emirates",1/2/2020,1500,Dubai ,fulltime,,Male,,"Arabic, English"
4146,31992,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",12/30/2019,2000,Dubai,fulltime,,,,
4145,198917,"Sales - relocation to Dubai, United Arab Emirates",12/30/2019,1800,Dubai - United Arab Emirates,fulltime,,Female,,
4143,198917,"Sales - relocation to Dubai, United Arab Emirates",12/29/2019,1800,Dubai - United Arab Emirates,fulltime,,Female,,
4142,63119,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/28/2019,1650,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"English, Greek"
4141,103313,"Receptionist - relocation to Dubai, United Arab Emirates",12/26/2019,1910,Dubai - United Arab Emirates,fulltime,,Female,,
4140,62652,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/25/2019,760,Dubai - United Arab Emirates,fulltime,,,,English
4139,198437,"Barista - relocation to Dubai, United Arab Emirates",12/25/2019,1000,Dubai - United Arab Emirates,fulltime,,,,English
4136,31992,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/24/2019,1500,Dubai - United Arab Emirates,fulltime,,,,
4134,31992,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/24/2019,1500,Dubai - United Arab Emirates,fulltime,,,,
4133,196773,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/23/2019,1100,"Lagos, Nigeria",fulltime,,Female,,English
4132,198288,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/23/2019,680,Abu Dhabi - United Arab Emirates,fulltime,,Female,,English
4130,158613,"Guest Relations Agent - relocation to Dubai, United Arab Emirates",12/23/2019,570,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, French, German, Russian, Spanish"
4128,90463,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/18/2019,1700,Dubai - United Arab Emirates,both,,,,
4127,90463,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",12/17/2019,1900,Dubai - United Arab Emirates,both,,,,
4126,197445,"Barista - relocation to Dubai, United Arab Emirates",12/17/2019,1000,AlRass Saudi Arabia,fulltime,2 years,Male,,English
4125,197394,"Spa Manager - relocation to Dubai, United Arab Emirates",12/16/2019,1500,Dubai - United Arab Emirates,fulltime,,,,
4124,76910,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",12/16/2019,1400,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
4123,76910,"Host/Hostess - relocation to Dubai, United Arab Emirates",12/15/2019,1200,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
