nid,company_uid,title,date,Salary,City,jobtype,experience,preferred_gender,preferred_nationality,preferred_languages
1730,31938,"General Manager - relocation to Dubai, United Arab Emirates",10/1/2017,0,Dubai - United Arab Emirates,fulltime,5+ years,,,
1729,31938,"General Manager - relocation to Dubai, United Arab Emirates",10/1/2017,0,Dubai - United Arab Emirates,fulltime,5+ years,,,
1723,77065,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/25/2017,1640,Dubai - United Arab Emirates,fulltime,,Female,,
1722,77065,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/25/2017,1640,Dubai - United Arab Emirates,fulltime,,Male/Female,,
1721,77065,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/25/2017,1360,Dubai - United Arab Emirates,fulltime,,Female,,
1720,66063,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/25/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1719,77065,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/25/2017,1050,Dubai - United Arab Emirates,fulltime,,Male/Female,,
1716,63119,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/24/2017,1225,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1715,76910,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/24/2017,1500,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
1714,76655,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/24/2017,800,Dubai - United Arab Emirates,fulltime,2 years,Female,,
1713,76842,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/23/2017,800,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, Spanish"
1711,31887,"Sales Coordinator - relocation to Dubai, United Arab Emirates",9/21/2017,800,Dubai - United Arab Emirates,both,2 years,Male/Female,,English
1710,76655,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/20/2017,850,Dubai - United Arab Emirates,fulltime,2 years,,,
1709,76655,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/20/2017,750,Dubai - United Arab Emirates,fulltime,,Female,,
1706,76614,"Operations Manager - relocation to Dubai, United Arab Emirates",9/19/2017,4000,Dubai - United Arab Emirates,fulltime,5+ years,,,English
1705,74338,"Floor Supervisor - relocation to Dubai, United Arab Emirates",9/19/2017,1000,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,
1704,66287,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/19/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1703,66287,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/19/2017,2000,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
1701,63126,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/18/2017,1500,Dubai - United Arab Emirates,both,2 years,Female,,
1700,76202,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/18/2017,1250,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
1699,76401,"Bar Back - relocation to Dubai, United Arab Emirates",9/18/2017,410,Dubai - United Arab Emirates,fulltime,,,,English
1693,63126,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/17/2017,1000,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,
1692,76053,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/17/2017,0,Dubai - United Arab Emirates,fulltime,,,,
1691,52346,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/14/2017,800,Dubai - United Arab Emirates,fulltime,,,,
1690,52346,"Bar Back - relocation to Dubai, United Arab Emirates",9/14/2017,500,Dubai - United Arab Emirates,fulltime,,Male/Female,,
1689,52346,"Runner / Commis - relocation to Dubai, United Arab Emirates",9/14/2017,500,Dubai - United Arab Emirates,fulltime,,,,
1688,52346,"Sommelier - relocation to Dubai, United Arab Emirates",9/14/2017,700,Dubai - United Arab Emirates,fulltime,,,,
1687,52346,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/14/2017,800,Dubai - United Arab Emirates,fulltime,,,,
1686,52346,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/14/2017,900,Dubai - United Arab Emirates,fulltime,,Female,,English
1685,52346,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/14/2017,900,Dubai - United Arab Emirates,fulltime,,Male/Female,,
1683,52346,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/14/2017,1100,Dubai - United Arab Emirates,fulltime,,Female,,
1682,76126,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/14/2017,2200,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1680,76099,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/14/2017,650,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, Spanish"
1679,76053,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/14/2017,0,Dubai - United Arab Emirates,fulltime,,,,
1678,76053,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/14/2017,0,Dubai - United Arab Emirates,fulltime,,,,
1677,76053,"Assistant Reservation Manager - relocation to Dubai, United Arab Emirates",9/14/2017,0,Dubai - United Arab Emirates,fulltime,,,,
1665,66353,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/13/2017,1000,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1664,66353,"Floor Supervisor - relocation to Dubai, United Arab Emirates",9/13/2017,2500,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
1663,66353,"Floor Manager - relocation to Dubai, United Arab Emirates",9/13/2017,3000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
1662,75832,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/12/2017,15,Dubai - United Arab Emirates,parttime,,,,
1661,75768,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/11/2017,800,Dubai - United Arab Emirates,fulltime,,,,
1660,63119,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/11/2017,900,Dubai - United Arab Emirates,fulltime,5+ years,,,English
1659,63119,"Operations Manager - relocation to Dubai, United Arab Emirates",9/11/2017,4000,Dubai - United Arab Emirates,both,5+ years,,,"English, French"
1658,69298,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/11/2017,1400,Dubai - United Arab Emirates,fulltime,,,,
1656,66063,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",9/10/2017,2200,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, French"
1655,75605,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/10/2017,800,Lebanon,fulltime,2 years,,,"Arabic, English"
1654,75605,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/10/2017,800,Lebanon,fulltime,2 years,,,"Arabic, English"
1651,32022,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",9/7/2017,1300,Dubai - United Arab Emirates,fulltime,2 years,,,
1646,75129,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/5/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1643,63119,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/5/2017,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,
1642,74974,"HR executive - relocation to Dubai, United Arab Emirates",9/4/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,Arabic
1641,73213,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/4/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,,,English
1640,74984,"Host/Hostess - relocation to Dubai, United Arab Emirates",9/3/2017,1600,Dubai - United Arab Emirates,fulltime,,,,
1638,74984,"Promoter - relocation to Dubai, United Arab Emirates",9/3/2017,1600,Dubai - United Arab Emirates,fulltime,,Female,,
1637,74974,"Marketing Manager - relocation to Dubai, United Arab Emirates",9/3/2017,5000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
1636,66063,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",9/3/2017,1200,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, Spanish"
1634,66063,"Assistant General Manager - relocation to Dubai, United Arab Emirates",9/3/2017,5500,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
1630,74705,"Restaurant Manager - relocation to Dubai, United Arab Emirates",8/31/2017,1300,Dubai - United Arab Emirates,fulltime,5+ years,Female,,
1629,74705,"Barista - relocation to Dubai, United Arab Emirates",8/31/2017,870,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, French, German, Russian"
1627,74705,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/31/2017,735,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English, French, German, Italian, Russian, Turkish"
1626,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/30/2017,500,Dubai - United Arab Emirates,parttime,,Female,,"Arabic, English"
1625,74705,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/30/2017,950,Dubai - United Arab Emirates,fulltime,1 year,Female,,"German, Russian"
1624,74637,"Events Manager - relocation to Dubai, United Arab Emirates",8/29/2017,3000,Dubai - United Arab Emirates,fulltime, 4 years,Female,,"Arabic, English"
1623,31932,"Floor Manager - relocation to Dubai, United Arab Emirates",8/29/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,Male,,"Arabic, English, French, Italian"
1622,63119,"Events Manager - relocation to Dubai, United Arab Emirates",8/29/2017,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
1621,71249,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/28/2017,1900,Dubai - United Arab Emirates,fulltime,3 years,Female,,
1620,74510,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/28/2017,900,Dubai - United Arab Emirates,fulltime,,Female,,
1619,74510,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/28/2017,900,Dubai - United Arab Emirates,fulltime,,,,
1618,74510,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/28/2017,900,Dubai - United Arab Emirates,fulltime,,,,
1617,74510,"Assistant General Manager - relocation to Dubai, United Arab Emirates",8/28/2017,3000,Dubai - United Arab Emirates,fulltime,,,,
1614,74306,"Receptionist - relocation to Dubai, United Arab Emirates",8/26/2017,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
1613,74306,"Sales Manager - relocation to Dubai, United Arab Emirates",8/26/2017,9000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,"Arabic, English"
1612,74306,"Social Media Expert - relocation to Dubai, United Arab Emirates",8/26/2017,3500,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
1611,74306,"Marketing Manager - relocation to Dubai, United Arab Emirates",8/26/2017,5500,Dubai - United Arab Emirates,fulltime,5+ years,Female,,"Arabic, English"
1610,74306,"Personal Trainer - relocation to Dubai, United Arab Emirates",8/26/2017,1000,Dubai - United Arab Emirates,parttime,5+ years,Male/Female,,English
1609,74306,"Personal Assistant - relocation to Dubai, United Arab Emirates",8/26/2017,4500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English, Russian"
1608,74306,"HR Manager - relocation to Dubai, United Arab Emirates",8/26/2017,5000,Dubai - United Arab Emirates,fulltime,5+ years,Female,,English
1606,74339,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/25/2017,2500,Dubai - United Arab Emirates,fulltime,1 year,,,English
1604,74231,"Personal Assistant - relocation to Dubai, United Arab Emirates",8/23/2017,1000,Dubai - United Arab Emirates,fulltime,,Female,,
1603,63126,"Runner / Commis - relocation to Dubai, United Arab Emirates",8/23/2017,1000,Dubai - United Arab Emirates,fulltime,2 years,Male,,
1601,74102,"Security - relocation to Dubai, United Arab Emirates",8/22/2017,550,Dubai - United Arab Emirates,fulltime,1 year,Male,,English
1591,74051,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/21/2017,1300,Dubai - United Arab Emirates,fulltime,3 years,Female,,
1590,74051,"Bar Manager - relocation to Dubai, United Arab Emirates",8/21/2017,2000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,
1578,63119,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",8/20/2017,3000,Dubai - United Arab Emirates,fulltime,5+ years,,,
1576,63119,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/20/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,,,
1575,63119,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/20/2017,1100,Dubai - United Arab Emirates,fulltime,2 years,Female,,
1574,73902,"Personal Trainer - relocation to Dubai, United Arab Emirates",8/20/2017,1100,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Arabic, English"
1573,73849,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",8/19/2017,1200,Dubai - United Arab Emirates,fulltime,,,,
1572,73849,"General Manager - relocation to Dubai, United Arab Emirates",8/19/2017,4000,Dubai - United Arab Emirates,fulltime,,,,
1571,73849,"Assistant Club Manager - relocation to Dubai, United Arab Emirates",8/19/2017,1900,Dubai - United Arab Emirates,fulltime,,,,
1566,62657,"Cashier - relocation to Dubai, United Arab Emirates",8/15/2017,1090,Dubai - United Arab Emirates,both,2 years,Male/Female,,English
1565,62657,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/15/2017,1090,Dubai - United Arab Emirates,both,2 years,Male/Female,,English
1564,73468,"Receptionist - relocation to Dubai, United Arab Emirates",8/14/2017,0,Dubai - United Arab Emirates,fulltime,1 year,,,
1562,73468,"Social Media Expert - relocation to Dubai, United Arab Emirates",8/14/2017,0,Dubai - United Arab Emirates,fulltime,2 years,,,
1561,73468,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/14/2017,0,Dubai - United Arab Emirates,fulltime,,,,
1559,73168,"Restaurant Manager - relocation to Dubai, United Arab Emirates",8/14/2017,3000,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
1558,73434,"Administrations - relocation to Dubai, United Arab Emirates",8/14/2017,1350,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1557,73443,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/14/2017,960,Dubai - United Arab Emirates,fulltime,,,,
1555,66675,"Sous Chef - relocation to Dubai, United Arab Emirates",8/13/2017,0,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,
1554,70516,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/13/2017,950,Dubai - United Arab Emirates,fulltime,,,,
1553,70516,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/13/2017,600,Dubai - United Arab Emirates,fulltime,2 years,,,
1552,73361,"Sales Coordinator - relocation to Dubai, United Arab Emirates",8/12/2017,300,India,fulltime,1 year,Female,,"English, Hindi"
1551,73333,"Entertainer - relocation to Dubai, United Arab Emirates",8/11/2017,2000,Dubai - United Arab Emirates,parttime,1 year,,,English
1550,62657,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/10/2017,1090,Dubai - United Arab Emirates,both,1 year,Female,,English
1549,52346,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/10/2017,1200,Dubai - United Arab Emirates,both,,Male/Female,,
1548,32022,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/9/2017,1300,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1547,32022,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/9/2017,1300,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,
1544,73168,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/8/2017,550,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1543,73169,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/8/2017,0,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,
1542,73096,"Personal Trainer - relocation to Dubai, United Arab Emirates",8/7/2017,1360,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1541,73096,"Fitness Trainer - relocation to Dubai, United Arab Emirates",8/7/2017,1360,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1540,73096,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",8/7/2017,1100,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1539,73047,"Model - relocation to Dubai, United Arab Emirates",8/6/2017,650,Dubai - United Arab Emirates,parttime,,,,
1538,52346,"Front Of The House Manager - relocation to Dubai, United Arab Emirates",8/6/2017,1400,Dubai - United Arab Emirates,both,1 year,Male,,
1537,32022,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/6/2017,1100,Dubai - United Arab Emirates,both,,Male/Female,,English
1534,70184,"Barista - relocation to Dubai, United Arab Emirates",8/3/2017,1089,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English"
1533,70184,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/3/2017,1089,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Arabic, English, French"
1532,31938,"Bar Manager - relocation to Dubai, United Arab Emirates",8/2/2017,3100,Dubai - United Arab Emirates,fulltime,,,,
1531,31938,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/2/2017,2200,Dubai - United Arab Emirates,fulltime,,Female,,
1530,31938,"Restaurant Manager - relocation to Dubai, United Arab Emirates",8/2/2017,4000,Dubai - United Arab Emirates,fulltime,5+ years,,,
1529,72764,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/2/2017,1500,Dubai - United Arab Emirates,fulltime,,Female,,English
1528,72764,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/2/2017,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1527,72764,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/2/2017,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1526,31887,"HR Manager - relocation to Dubai, United Arab Emirates",8/1/2017,5500,Dubai - United Arab Emirates,fulltime,,,,
1521,72718,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",8/1/2017,2000,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1520,72696,"Bar Manager - relocation to Dubai, United Arab Emirates",7/31/2017,2500,Dubai - United Arab Emirates,fulltime,,,,
1517,72562,"HR Manager - relocation to Dubai, United Arab Emirates",7/28/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, Russian"
1516,72562,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/28/2017,800,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, Russian"
1515,72562,"Fitness Trainer - relocation to Dubai, United Arab Emirates",7/28/2017,1500,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
1514,72562,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/28/2017,800,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, Russian"
1513,72562,"Receptionist - relocation to Dubai, United Arab Emirates",7/28/2017,600,Dubai - United Arab Emirates,both,1 year,Female,,"English, Russian"
1512,72562,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/28/2017,800,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1511,72542,"Floor Manager - relocation to Dubai, United Arab Emirates",7/28/2017,2000,Dubai - United Arab Emirates,both,3 years,Male/Female,,English
1506,52346,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/26/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1505,71773,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/26/2017,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Afrikaans, Arabic, English, French, Russian"
1504,66675,"Chef - relocation to Dubai, United Arab Emirates",7/26/2017,0,Dubai - United Arab Emirates,both,2 years,Male/Female,,English
1503,66675,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/26/2017,0,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
1502,66063,"Bar Back - relocation to Dubai, United Arab Emirates",7/26/2017,800,Dubai - United Arab Emirates,fulltime,,,,
1501,66063,"Runner / Commis - relocation to Dubai, United Arab Emirates",7/26/2017,800,Dubai - United Arab Emirates,fulltime,,,,
1500,66063,"Bar Supervisor - relocation to Dubai, United Arab Emirates",7/26/2017,2800,Dubai - United Arab Emirates,fulltime,5+ years,,,
1499,66063,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/26/2017,1400,Dubai - United Arab Emirates,fulltime,,,,
1498,66063,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/26/2017,1200,Dubai - United Arab Emirates,fulltime,,Female,,
1497,66063,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/26/2017,1400,Dubai - United Arab Emirates,fulltime,,,,
1496,66063,"Floor Supervisor - relocation to Dubai, United Arab Emirates",7/26/2017,2300,Dubai - United Arab Emirates,fulltime,5+ years,,,"English, Italian"
1495,72300,"Marketing Manager - relocation to Dubai, United Arab Emirates",7/25/2017,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,"Arabic, English"
1494,66063,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/25/2017,1200,Dubai - United Arab Emirates,fulltime,,,,
1493,66063,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/25/2017,1700,Dubai - United Arab Emirates,fulltime,,Female,,
1492,66063,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",7/25/2017,2700,Dubai - United Arab Emirates,fulltime,,,,
1491,66063,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",7/25/2017,2200,Dubai - United Arab Emirates,fulltime,5+ years,Female,,
1490,66063,"Runner / Commis - relocation to Dubai, United Arab Emirates",7/25/2017,1000,Dubai - United Arab Emirates,fulltime,,,,
1489,66063,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/25/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,,,
1488,72173,"Housekeeping - relocation to Dubai, United Arab Emirates",7/24/2017,400,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1486,66063,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/24/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,,,
1485,66063,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/24/2017,1200,Dubai - United Arab Emirates,fulltime,2 years,,,
1484,66063,"Floor Supervisor - relocation to Dubai, United Arab Emirates",7/24/2017,2700,Dubai - United Arab Emirates,fulltime,5+ years,,,English
1483,31887,"Front Of The House Manager - relocation to Dubai, United Arab Emirates",7/24/2017,5000,Dubai - United Arab Emirates,fulltime,,,,
1470,70184,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/23/2017,1089,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
1469,70516,"Restaurant Manager - relocation to Dubai, United Arab Emirates",7/23/2017,4000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
1468,70516,"Bar Manager - relocation to Dubai, United Arab Emirates",7/23/2017,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
1457,31887,"Personal Assistant - relocation to Dubai, United Arab Emirates",7/16/2017,4500,Dubai - United Arab Emirates,fulltime,10+ years,Female,,English
1456,66063,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/16/2017,1300,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
1455,66063,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/16/2017,1300,Dubai - United Arab Emirates,fulltime,2 years,,,English
1453,71454,"Sales - relocation to Dubai, United Arab Emirates",7/16/2017,5000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English, Hindi, Urdu"
1452,32237,"Sales - relocation to Dubai, United Arab Emirates",7/16/2017,3000,Dubai - United Arab Emirates,fulltime,,,,
1451,71395,"Runner / Commis - relocation to Dubai, United Arab Emirates",7/15/2017,350,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1450,71395,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/15/2017,400,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1446,32029,"Personal Assistant - relocation to Dubai, United Arab Emirates",7/11/2017,6000,Dubai - United Arab Emirates,fulltime,,Female,,English
1445,70852,"Sous Chef - relocation to Dubai, United Arab Emirates",7/11/2017,2000,Dubai - United Arab Emirates,fulltime, 4 years,,,English
1444,70852,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/11/2017,1600,Dubai - United Arab Emirates,fulltime,2 years,,,English
1443,70852,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/11/2017,900,Dubai - United Arab Emirates,fulltime,2 years,,,English
1442,70852,"Bar Supervisor - relocation to Dubai, United Arab Emirates",7/11/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,,,English
1441,70852,"Floor Supervisor - relocation to Dubai, United Arab Emirates",7/11/2017,2000,Dubai - United Arab Emirates,fulltime,2 years,,,English
1440,70852,"Bar Manager - relocation to Dubai, United Arab Emirates",7/11/2017,3500,Dubai - United Arab Emirates,fulltime, 4 years,,,English
1439,70852,"Restaurant Manager - relocation to Dubai, United Arab Emirates",7/11/2017,3500,Dubai - United Arab Emirates,fulltime,5+ years,,,English
1423,70722,"Receptionist - relocation to Dubai, United Arab Emirates",7/6/2017,1300,Dubai - United Arab Emirates,fulltime,,Female,,English
1422,70643,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/5/2017,550,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Arabic, English"
1420,31967,"Club Manager - relocation to Dubai, United Arab Emirates",7/5/2017,2500,Indonesia,fulltime,2 years,,,
1419,31967,"Operations Manager - relocation to Dubai, United Arab Emirates",7/5/2017,2500,Indonesia,fulltime,1 year,,,
1418,31967,"Restaurant Manager - relocation to Dubai, United Arab Emirates",7/5/2017,2500,Indonesia,fulltime,2 years,,,
1417,31967,"Assistant Club Manager - relocation to Dubai, United Arab Emirates",7/5/2017,2500,Indonesia,fulltime,2 years,Female,,
1416,31967,"Assistant General Manager - relocation to Dubai, United Arab Emirates",7/5/2017,2500,Indonesia,fulltime,2 years,Female,,
1409,62654,"Bar Back - relocation to Dubai, United Arab Emirates",6/30/2017,700,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
1405,62654,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/29/2017,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
1404,62654,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/29/2017,1000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
1403,70251,"Floor Supervisor - relocation to Dubai, United Arab Emirates",6/29/2017,2000,Qatar,fulltime,2 years,Male,,
1399,70184,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",6/28/2017,2000,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English, French"
1398,31932,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",6/27/2017,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,
1397,31932,"Assistant Reservation Manager - relocation to Dubai, United Arab Emirates",6/27/2017,2000,Dubai - United Arab Emirates,fulltime,5+ years,Female,,English
1396,31932,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",6/27/2017,1300,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,
1395,31932,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/27/2017,1350,Dubai - United Arab Emirates,fulltime,1 year,Female,,
1394,31932,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/27/2017,1350,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,
1393,31932,"Runner / Commis - relocation to Dubai, United Arab Emirates",6/27/2017,700,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
